ISO3,Country,UNICEF Region,Indicator,Data Source,Year,Sex,Age,DISAGG_CATEGORY,DISAGG,Value
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Education,Primary,57.5
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Education,Upper secondary,42.400001525878906
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Residence,Rural,52.900001525878906
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Residence,Urban,37.5
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 1,67.5999984741211
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 2,63.20000076293945
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 3,52.599998474121094
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 4,44.099998474121094
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 5,34.0
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,Higher,31.299999237060547
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,Lower secondary,55.900001525878906
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,None or ECE,80.0
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,Post secondary / Non tertiary,38.29999923706055
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,Primary,68.19999694824219
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,Upper secondary,45.0
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Residence,Rural,59.29999923706055
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Residence,Urban,40.900001525878906
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 1,76.9000015258789
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 2,67.4000015258789
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 3,60.400001525878906
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 4,46.29999923706055
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 5,34.5
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,20-24,Age,20-24,47.5
LAO,Lao People's Democratic Republic,East Asia and Pacific,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,20-24,Age,20-24,58.400001525878906
LSO,Lesotho,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Population-based HIV Impact Assessment 2016-17,2017,both,15-19,Age,15-19,29.0
LSO,Lesotho,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Population-based HIV Impact Assessment 2016-17,2017,both,20-24,Age,20-24,16.5
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-19,Age,15-19,74.27035522460938
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-19,Age,15-19,71.16015625
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,preschool or none,82.81793975830078
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,primary,85.75437927246094
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,secondary +,69.5270767211914
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Rural,77.1403579711914
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Urban,70.81647491455078
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 1,83.84688568115234
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 2,79.67832946777344
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 3,80.50860595703125
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 4,74.1463623046875
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 5,67.49697875976562
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,preschool or none,74.83244323730469
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,primary,79.01919555664062
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,secondary +,62.97953414916992
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Rural,71.3224868774414
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Urban,62.04853439331055
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 1,72.73942565917969
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 2,71.28803253173828
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 3,74.47905731201172
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 4,69.24478912353516
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 5,60.54740524291992
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,preschool or none,85.6760025024414
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,primary,83.72386932373047
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,secondary +,65.08661651611328
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Rural,77.66304779052734
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Urban,67.85653686523438
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 1,86.67825317382812
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 2,83.14527130126953
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 3,81.37156677246094
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 4,74.76657104492188
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 5,62.5359992980957
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,preschool or none,78.70197296142578
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,primary,78.4014892578125
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,secondary +,56.52299118041992
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Residence,Rural,71.6610107421875
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Residence,Urban,56.66403579711914
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 1,77.5826644897461
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 2,74.53597259521484
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 3,76.03731536865234
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 4,67.91694641113281
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 5,52.278228759765625
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,20-24,Age,20-24,76.2154312133789
MDG,Madagascar,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,20-24,Age,20-24,65.37664031982422
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-19,Age,15-19,6.599999904632568
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,higher,2.0
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,media superior,3.9000000953674316
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,none,19.100000381469727
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,primary,10.899999618530273
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,secondary,4.599999904632568
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Rural,9.0
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Urban,4.099999904632568
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 1,12.100000381469727
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 2,5.300000190734863
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 3,3.5
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 4,2.9000000953674316
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 5,3.0999999046325684
MEX,Mexico,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,20-24,Age,20-24,3.9000000953674316
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-19,Age,15-19,60.599998474121094
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-19,Age,15-19,67.0999984741211
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Education,aucune,70.19999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Education,primaire,63.099998474121094
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Education,secondaire 1st,49.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Education,secondaire 2nd ,29.100000381469727
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Residence,Rural,65.9000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Residence,Urban,40.79999923706055
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Wealth quintile,Quintile 1,72.0999984741211
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Wealth quintile,Quintile 2,68.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Wealth quintile,Quintile 3,70.4000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Wealth quintile,Quintile 4,58.5
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-24,Wealth quintile,Quintile 5,39.29999923706055
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Education,aucune,79.19999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Education,primaire,75.69999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Education,secondaire 1st,55.70000076293945
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Education,secondaire 2nd ,38.20000076293945
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Residence,Rural,69.0999984741211
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Residence,Urban,50.599998474121094
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Wealth quintile,Quintile 1,72.80000305175781
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Wealth quintile,Quintile 2,68.5
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Wealth quintile,Quintile 3,73.4000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Wealth quintile,Quintile 4,63.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-24,Wealth quintile,Quintile 5,49.099998474121094
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,aucune,69.69999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,primaire,58.5
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,secondaire 1st,43.70000076293945
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,secondaire 2nd ,25.5
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Rural,68.4000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Urban,40.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 1,74.5
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 2,71.5999984741211
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 3,72.19999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 4,61.79999923706055
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 5,36.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,aucune,70.4000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,primaire,65.30000305175781
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,secondaire 1st,50.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,secondaire 2nd ,31.700000762939453
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Residence,Rural,66.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Residence,Urban,42.20000076293945
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Wealth quintile,Quintile 1,70.9000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Wealth quintile,Quintile 2,68.69999694824219
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Wealth quintile,Quintile 3,68.4000015258789
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Wealth quintile,Quintile 4,57.599998474121094
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Wealth quintile,Quintile 5,40.0
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,20-24,Age,20-24,56.400001525878906
MLI,Mali,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,20-24,Age,20-24,61.29999923706055
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-19,Age,15-19,86.69999694824219
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-19,Age,15-19,85.5
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,aucun,90.69999694824219
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,coranique/mahadra,94.9000015258789
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,primaire,89.5
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Education,secondaire & +,73.0999984741211
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Rural,91.69999694824219
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Residence,Urban,81.19999694824219
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 1,96.5
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 2,93.0999984741211
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 3,87.9000015258789
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 4,86.30000305175781
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Female,15-49,Wealth quintile,Quintile 5,73.30000305175781
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,aucun,83.80000305175781
MRT,Mauritania,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2015,2015,Male,15-49,Education,coranique/mahadra,89.0999984741211
